ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Glottolog_Name
adyghe,Adyghe,Eurasia,44.0,39.33,adyg1241,ady,Abkhaz-Adyge [abkh1242],Adyghe
mongghulhuzhumonguor,Mongghul (Huzhu Monguor),Eurasia,,,huzh1238,,Mongolic-Khitan [mong1349],Huzhu
easternyugur,Eastern Yugur,Eurasia,37.9882,101.762,east2337,yuy,Mongolic-Khitan [mong1349],East Yugur
dongxiang,Dongxiang,Eurasia,35.5808,103.558,dong1285,sce,Mongolic-Khitan [mong1349],Dongxiang
mangghuerminhemonguor,Mangghuer (Minhe Monguor),Eurasia,,,minh1238,,Mongolic-Khitan [mong1349],Minhe
baoannantoq,Baoan (Ñantoq),Eurasia,35.6972,102.995,bona1250,peh,Mongolic-Khitan [mong1349],Bonan
caodengrgyalrong,Caodeng rGyalrong,Eurasia,31.60295,102.22875,jiar1240,jya,Sino-Tibetan [sino1245],Northern Gyalrong
glotibetan,gLo Tibetan,Eurasia,29.0324,83.8959,lowa1242,loy,Sino-Tibetan [sino1245],Lowa
khalongtibetan,Khalong Tibetan,,,,,,,
yongningnamosuo,Yongning Na (Mosuo),Eurasia,,,yong1288,,Sino-Tibetan [sino1245],Yongning Na
tshangla,Tshangla,Eurasia,27.3694,91.7741,tsha1245,tsj,Sino-Tibetan [sino1245],Tshangla
labrangtibetan,Labrang Tibetan,Eurasia,,,rong1261,,Sino-Tibetan [sino1245],Labrang
zhongutibetan,Zhongu Tibetan,Eurasia,32.43582,103.44179,zhon1235,,Sino-Tibetan [sino1245],Zhongu
gserpa,gSerpa,,,,,,,
soghpotibetan,Soghpo Tibetan,,,,,,,
spititibetan,Spiti Tibetan,Eurasia,32.526,77.833,spit1240,spt,Sino-Tibetan [sino1245],Spiti Bhoti
kamitibetan,Kami Tibetan,,,,,,,
hebrew,Hebrew,Eurasia,31.1056,35.0179,hebr1245,heb,Afro-Asiatic [afro1255],Modern Hebrew
modernaramaicnortheastern,Modern Aramaic (Northeastern),,,,,,,
kangjia,Kangjia,Eurasia,35.043,101.254,kang1281,kxs,Mongolic-Khitan [mong1349],Kangjia
kyirongtibetan,Kyirong Tibetan,Eurasia,,,kyir1236,,Sino-Tibetan [sino1245],Kyirong
humlabhotia,Humla Bhotia,Eurasia,30.1451,81.5659,huml1238,hut,Sino-Tibetan [sino1245],Humla
dongwangtibetan,Dongwang Tibetan,,,,,,,
lhasatibetan,Lhasa Tibetan,Eurasia,,,utsa1239,,Sino-Tibetan [sino1245],Lhasa Tibetan
denjongka,Denjongka,Eurasia,27.85795,88.59153,sikk1242,sip,Sino-Tibetan [sino1245],Sikkimese
dzongkha,Dzongkha,Eurasia,27.410786,89.581604,dzon1239,dzo,Sino-Tibetan [sino1245],Dzongkha
nyinpacone,Nyinpa Cone,Eurasia,15.8787,79.2534,chen1255,cde,Dravidian [drav1251],Chenchu
rawangmutwang,Rawang (Mutwang),Eurasia,,,mutw1238,,Sino-Tibetan [sino1245],Mutwang
rgyalthangtibetan,Rgyalthang Tibetan,,,,,,,
baima,Baima,Eurasia,33.1001,103.952,baim1244,bqh,Sino-Tibetan [sino1245],Baima
northerncuona,Northern Cuona,,,,,,,
southerncuona,Southern Cuona,,,,,,,
khamtibetan,Kham Tibetan,,,,kham1286,,Sino-Tibetan [sino1245],Kham
japhug,Japhug,Eurasia,32.1,102.36,japh1234,,Sino-Tibetan [sino1245],Japhug
hakkachinese,Hakka Chinese,Eurasia,25.0,116.0,hakk1236,hak,Sino-Tibetan [sino1245],Hakka Chinese
avarchadakolob,Avar (Chadakolob),Eurasia,41.7047,46.558,avar1256,ava,Nakh-Daghestanian [nakh1245],Avar
hmongnjuagreenhmong,Hmong Njua (Green Hmong),Eurasia,22.5638,101.95,hmon1264,hnj,Hmong-Mien [hmon1336],Hmong Njua
andi,Andi,Eurasia,42.8078,46.2919,andi1255,ani,Nakh-Daghestanian [nakh1245],Andi
mahmeri,Mah Meri,Eurasia,2.717,101.676,besi1244,mhe,Austroasiatic [aust1305],Besisi
shixing,Shixing,Eurasia,28.3895,100.4,shix1238,sxg,Sino-Tibetan [sino1245],Shixing
akha,Akha,Eurasia,21.2309,100.964,akha1245,ahk,Sino-Tibetan [sino1245],Akha
chantyal,Chantyal,Eurasia,28.684,83.4488,chan1310,chx,Sino-Tibetan [sino1245],Chantyal
dolakhanewar,Dolakha Newar,Eurasia,27.576985,86.033964,east2773,,Sino-Tibetan [sino1245],Eastern Newari
lahublack,Lahu (Black),Eurasia,,,naaa1244,,Sino-Tibetan [sino1245],Na (Lahu)
lisuflowery,Lisu (Flowery),Eurasia,,,hual1240,,Sino-Tibetan [sino1245],Central Lisu
narphunar,Nar-Phu (Nar),Eurasia,,,narr1258,,Sino-Tibetan [sino1245],Nar
tamangeastern,Tamang (Eastern),Eurasia,27.3239,87.0832,east2347,taj,Sino-Tibetan [sino1245],Eastern Tamang
sui,Sui,Eurasia,24.0488,106.563,suii1243,swi,Tai-Kadai [taik1256],Sui
mindongchinesefuzhou,Min Dong Chinese (Fuzhou),Eurasia,26.0,119.5,mind1253,cdo,Sino-Tibetan [sino1245],Min Dong Chinese
nuosublackyi,Nuosu (Black Yi),Eurasia,28.1947,102.121,sich1238,iii,Sino-Tibetan [sino1245],Sichuan Yi
yuechinesehongkongcantonese,Yue Chinese (Hong Kong Cantonese),Eurasia,22.422645,114.098396,xian1255,,Sino-Tibetan [sino1245],Hong Kong
standardchinesebeijing,Standard Chinese (Beijing),Eurasia,39.9385466,116.1172766,beij1234,,Sino-Tibetan [sino1245],Beijing Mandarin
najdiarabic,Najdi Arabic,Eurasia,30.3371,42.1773,najd1235,ars,Afro-Asiatic [afro1255],Najdi Arabic
centralkhmer,Central Khmer,Eurasia,12.0515,105.015,cent1989,khm,Austroasiatic [aust1305],Central Khmer
pnar,Pnar,Eurasia,24.8237,92.2628,pnar1238,pbv,Austroasiatic [aust1305],Pnar
jahhut,Jah-Hut,Eurasia,3.67619,102.291,jahh1242,jah,Austroasiatic [aust1305],Jah Hut
temiar,Temiar,Eurasia,4.974,101.438,temi1246,tea,Austroasiatic [aust1305],Temiar
achanglianghe,Achang (Lianghe),Eurasia,24.3479,97.7438,acha1249,acn,Sino-Tibetan [sino1245],Longchuan Achang
ahi,Ahi,Eurasia,24.6009,103.713,axiy1235,yix,Sino-Tibetan [sino1245],Axi Yi
vietnamesehanoi,Vietnamese (Hanoi),Eurasia,20.681188,105.774071,viet1252,vie,Austroasiatic [aust1305],Vietnamese
burmeserangoon,Burmese (Rangoon),Eurasia,,,mand1476,,Sino-Tibetan [sino1245],Mandalay-Yangon
souterntainakhonsithammarat,Soutern Tai (Nakhon Si Thammarat),,,,,,,
souterntaisurat,Soutern Tai (Surat),,,,,,,
souterntaikosamui,Soutern Tai (Ko Samui),,,,,,,
northeasternthaiubon,Northeastern Thai (Ubon),,,,,,,
northeasternthairoiet,Northeastern Thai (Roi Et),,,,,,,
northeasternthainakhonphanom,Northeastern Thai (Nakhon Phanom),,,,,,,
nyawuthen,Nyaw (Uthen),,,,,,,
nyawsakhonnakhon,Nyaw (Sakhon Nakhon),,,,,,,
phutaiphannanikhom,Phu Tai (Phanna Nikhom),,,,,,,
phutaiwaritchaphum,Phu Tai (Waritchaphum),,,,,,,
northeasternthainongkhai,Northeastern Thai (Nong Khai),,,,,,,
northeasternthailoei,Northeastern Thai (Loei),,,,,,,
northernthaichiengmai,Northern Thai (Chieng Mai),,,,,,,
laovientiane,Lao (Vientiane),,,,,,,
laochiengkhouang,Lao (Chieng Khouang),,,,,,,
laoluangprabang,Lao (Luang Prabang),,,,,,,
taydaeng,Tay Daeng,,,,,,,
tayyo,Tay Yo,,,,,,,
tainuea,Tai Nuea,,,,,,,
shanhsipaw,Shan (Hsi Paw),,,,,,,
shankunlong,Shan (Kunlong),,,,,,,
shanzhefang,Shan (Zhe Fang),,,,,,,
shanluxi,Shan (Luxi),,,,,,,
luechienghung,Lue (Chieng Hung),,,,,,,
saek,Saek,Eurasia,17.4558,104.787,saek1240,skb,Tai-Kadai [taik1256],Saek
gorum,Gorum,,,,,,,
gta,Gtaʔ,,,,,,,
gutobkoraput,Gutob (Koraput),,,,,,,
santali,Santali,Eurasia,25.0317,87.8185,sant1410,sat,Austroasiatic [aust1305],Santali
mundari,Mundari,Eurasia,23.03,85.85,mund1320,unr,Austroasiatic [aust1305],Mundari
homayurbhanj,Ho (Mayurbhanj),,,,,,,
korku,Korku,Eurasia,21.8358,77.5541,kork1243,kfq,Austroasiatic [aust1305],Korku
soragummahills,Sora (Gumma Hills),,,,,,,
juang,Juang,Eurasia,21.2606,85.5845,juan1238,jun,Austroasiatic [aust1305],Juang
remohillsvariety,Remo (Hills variety),,,,,,,
malayalam,Malayalam,Eurasia,9.59208,76.7651,mala1464,mal,Dravidian [drav1251],Malayalam
assamesestandard,Assamese (Standard),Eurasia,,,stan1302,,Indo-European [indo1319],Standard Assamese
oriya,Oriya,,,,,,,
maithilimadhubani,Maithili (Madhubani),,,,,,,
magahi,Magahi,Eurasia,25.0915,85.3335,maga1260,mag,Indo-European [indo1319],Magahi
bhojpuri,Bhojpuri,Eurasia,26.458455,84.817115,bhoj1244,bho,Indo-European [indo1319],Bhojpuri
nepali,Nepali,Eurasia,28.0,85.0,nepa1254,npi,Indo-European [indo1319],Nepali
panjabieastern,Panjabi (Eastern),Eurasia,30.0368,75.6702,panj1256,pan,Indo-European [indo1319],Eastern Panjabi
tamil,Tamil,Eurasia,10.520219,78.825989,tami1289,tam,Dravidian [drav1251],Tamil
kannadastandard,Kannada (Standard),Eurasia,13.5878,76.1198,nucl1305,kan,Dravidian [drav1251],Kannada
tulu,Tulu,Eurasia,12.8114,75.2651,tulu1258,tcy,Dravidian [drav1251],Tulu
konda,Konda,,,,,,,
muriagondi,Muria Gondi,,,,,,,
kolamiwardha,Kolami (Wardha),,,,,,,
gadaba,Gadaba,,,,,,,
malto,Malto,,,,malt1248,,Dravidian [drav1251],Malto
northernqiangyadu,Northern Qiang (Yadu),,,,,,,
southernpumixinyingpan,Southern Pumi (Xinyingpan),,,,,,,
baltikharkoo,Balti (Kharkoo),Eurasia,34.4491,77.2859,balt1258,bft,Sino-Tibetan [sino1245],Balti
braggyabtibetan,Brag-g.yab Tibetan,,,,,,,
dingritibetan,Dingri Tibetan,,,,,,,
drokpatibetanzhongba,Drokpa Tibetan (Zhongba),,,,,,,
solusherpahile,Solu Sherpa (Hile),,,,,,,
ladakhileh,Ladakhi (Leh),Eurasia,33.468,80.6013,lada1244,lbj,Sino-Tibetan [sino1245],Leh Ladakhi
purki,Purki,,,,,,,
solusherpalukla,Solu Sherpa (Lukla),,,,,,,
tsezasax,Tsez (Asax),Eurasia,,,asak1234,,Nakh-Daghestanian [nakh1245],Asakh
northernqianghongyan,Northern Qiang (Hongyan),,,,,,,
nangchenpatibetan,Nangchenpa Tibetan,,,,,,,
shigatsetibetan,Shigatse Tibetan,Eurasia,,,shig1238,,Sino-Tibetan [sino1245],Shigatse
southmustangtibetanjharkhot,South Mustang Tibetan (Jharkhot),,,,,,,
themchentibetan,Themchen Tibetan,Eurasia,,,them1242,,Sino-Tibetan [sino1245],Themchen
todtibetan,Tod Tibetan,,,,,,,
walungge,Walungge,Eurasia,27.695,87.2374,walu1241,ola,Sino-Tibetan [sino1245],Walungge
yolmo,Yolmo,,,,,,,
manange,Manange,Eurasia,28.6416,84.0515,mana1288,nmm,Sino-Tibetan [sino1245],Manange
gurungwestern,Gurung (Western),Eurasia,27.4169,86.2899,west2414,,Sino-Tibetan [sino1245],Western Gurung
thakali,Thakali,Eurasia,28.7014,83.6466,thak1245,ths,Sino-Tibetan [sino1245],Thakali
tamangdhankuta,Tamang (Dhankuta),,,,,,,
ersu,Ersu,Eurasia,29.2867,102.213,ersu1241,ers,Sino-Tibetan [sino1245],Ersu
lizu,Lizu,Eurasia,28.333425,101.350309,lizu1234,,Sino-Tibetan [sino1245],Lizu
puxi,Puxi,Eurasia,,,puxi1242,,Sino-Tibetan [sino1245],Puxi
kurtoep,Kurtoep,,,,,,,
bhujel,Bhujel,Eurasia,,,bhuj1238,,Sino-Tibetan [sino1245],Bhujel Kham
dhimal,Dhimal,Eurasia,26.6283,88.3798,dhim1246,dhi,Sino-Tibetan [sino1245],Dhimal
darma,Darma,Eurasia,29.8629,80.5439,darm1243,drd,Sino-Tibetan [sino1245],Darma
hayu,Hayu,,,,,,,
sangdamtibetan,Sangdam Tibetan,,,,,,,
myeikburmese,Myeik Burmese,,,,,,,
russianstandard,Russian (Standard),Eurasia,59.0,50.0,russ1263,rus,Indo-European [indo1319],Russian
spanishmurcian,Spanish (Murcian),Eurasia,,,murc1238,,Indo-European [indo1319],Murcian
evenola,Even (Ola),,,,,,,
dari,Dari,Eurasia,31.0405,67.3593,dari1249,prs,Indo-European [indo1319],Dari
khaling,Khaling,Eurasia,27.3912,87.5053,khal1275,klr,Sino-Tibetan [sino1245],Khaling
hinuq,Hinuq,Eurasia,42.4502,45.8064,hinu1240,gin,Nakh-Daghestanian [nakh1245],Hinuq
maralakher,Mara (Lakher),,,,,,,
dgudzongtibetan,dGudzong Tibetan,,,,,,,
bengalibangladeshistandard,Bengali (Bangladeshi Standard),Eurasia,24.0,90.0,beng1280,ben,Indo-European [indo1319],Bengali
melungtibetan,Melung Tibetan,,,,,,,
teluguvizianagaram,Telugu (Vizianagaram),,,,,,,
koyirai,Koyi Rai,,,,,,,
jero,Jero,,,,,,,
poula,Poula,,,,,,,
daaichin,Daai Chin,Eurasia,20.7347,93.7853,daai1236,dao,Sino-Tibetan [sino1245],Daai Chin
easternminchinesefuzhou,Eastern Min Chinese (Fuzhou),,,,,,,
nantongchinese,Nantong Chinese,,,,,,,
easternarmenianstandard,Eastern Armenian (Standard),Eurasia,40.0,45.0,nucl1235,hye,Indo-European [indo1319],Eastern Armenian
bakhtiari,Bakhtiari,Eurasia,32.0163,49.7713,bakh1245,bqi,Indo-European [indo1319],Bakhtiari
southernluri,Southern Luri,Eurasia,30.4669,50.8382,sout2647,luz,Indo-European [indo1319],Southern Luri
kumzari,Kumzari,Eurasia,26.1602,56.4202,kumz1235,zum,Indo-European [indo1319],Kumzari
koroshi,Koroshi,Eurasia,29.441,53.008,koro1296,ktl,Indo-European [indo1319],Koroshi
gilaki,Gilaki,Eurasia,37.1344,49.8359,gila1241,glk,Indo-European [indo1319],Gilaki
alqoshneoaramaic,Alqosh Neo-Aramaic,,,,,,,
amdyaneoaramaic,Amədya Neo-Aramaic,,,,,,,
arbelneoaramaic,Arbel Neo-Aramaic,,,,,,,
betanureneoaramaic,Betanure Neo-Aramaic,,,,,,,
barwarneoaramaic,Barwar Neo-Aramaic,,,,,,,
kati,Kati,,,,,,,
kalkoti,Kalkoti,Eurasia,35.3651,72.0533,kalk1245,xka,Indo-European [indo1319],Kalkoti
darrainurpashaisoutheastpashai,Darra-i-Nur Pashai (Southeast Pashai),,,,,,,
shumashti,Shumashti,Eurasia,34.4756,70.5696,shum1235,sts,Indo-European [indo1319],Shumashti
dameli,Dameli,Eurasia,35.299,71.6806,dame1241,dml,Indo-European [indo1319],Dameli
kalashanorthern,Kalasha (Northern),Eurasia,,,nort2663,,Indo-European [indo1319],Northern Kalasha
salar,Salar,Eurasia,35.5457,102.819,sala1264,slr,Turkic [turk1311],Salar
vlaxromanimitrovica,Vlax Romani (Mitrovica),,,,,,,
bulgarianstandard,Bulgarian (Standard),Eurasia,43.3646,25.047,bulg1262,bul,Indo-European [indo1319],Bulgarian
czechbohemian,Czech (Bohemian),Eurasia,,,cent1953,,Indo-European [indo1319],Central Bohemian
mehweb,Mehweb,,,,,,,
domarialeppo,Domari (Aleppo),,,,,,,
xong,Xong,,,,,,,
tujianorthern,Tujia (Northern),,,,,,,
karbihills,Karbi (Hills),,,,,,,
dakpa,Dakpa,Africa,,,dakp1243,,Atlantic-Congo [atla1278],Dakpa
thebotibetangyiba,Thebo Tibetan (G-yi.ba),,,,,,,
jingphogauri,Jingpho (Gauri),Eurasia,,,kaur1266,,Sino-Tibetan [sino1245],Kauri
nganasanavam,Nganasan (Avam),Eurasia,,,avam1236,,Uralic [ural1272],Avam
turkishstandard,Turkish (Standard),,,,,,,
hindi,Hindi,Eurasia,25.0,77.0,hind1269,hin,Indo-European [indo1319],Hindi
georgian,Georgian,Eurasia,41.850397,43.78613,nucl1302,kat,Kartvelian [kart1248],Georgian
estonian,Estonian,Eurasia,58.55,25.82,esto1258,ekk,Uralic [ural1272],Estonian
standardarabickuwait,Standard Arabic (Kuwait),,,,,,,
catalaneasternbarcelona,Catalan (Eastern Barcelona),,,,,,,
ironossetic,Iron Ossetic,Eurasia,42.98,44.61,iron1242,oss,Indo-European [indo1319],Iron Ossetian
croatian,Croatian,,,,,,,
hungarianstandard,Hungarian (Standard),Eurasia,46.9068585714,19.6555271429,hung1274,hun,Uralic [ural1272],Hungarian
koreanseoul,Korean (Seoul),Eurasia,37.54,126.98,seou1239,,Koreanic [kore1284],Seoul
persiantehran,Persian (Tehran),Eurasia,,,tehr1242,,Indo-European [indo1319],Tehrani
sindhivicholi,Sindhi (Vicholi),Eurasia,,,vicc1238,,Indo-European [indo1319],Viccholi
slovenestandard,Slovene (Standard),Eurasia,46.2543,14.7766,slov1268,slv,Indo-European [indo1319],Slovenian
lazarhavi,Laz (Arhavi),,,,,,,
digorossetic,Digor Ossetic,,,,,,,
galician,Galician,Eurasia,42.2446,-7.5343,gali1258,glg,Indo-European [indo1319],Galician
portugueselisbon,Portuguese (Lisbon),,,,,,,
thaistandard,Thai (Standard),,,,,,,
francoprovencalstmartinenhaut,Francoprovençal (St. Martin-en-Haut),,,,,,,
gasconbearnais,Gascon (Béarnais),Eurasia,,,bear1240,,Indo-European [indo1319],Béarnais
aragonesechistabino,Aragonese (Chistabino),,,,,,,
japanese,Japanese,Eurasia,35.0,135.0,nucl1643,jpn,Japonic [japo1237],Japanese
spanishcastilian,Spanish (Castilian),Eurasia,,,cast1244,,Indo-European [indo1319],Castilian
basquearbizu,Basque (Arbizu),,,,,,,
basquegernika,Basque (Gernika),,,,,,,
basqueondarroa,Basque (Ondarroa),,,,,,,
basquebaztan,Basque (Baztan),,,,,,,
zuberoanbasque,Zuberoan Basque,,,,,,,
basquegoizueta,Basque (Goizueta),,,,,,,
frisiannorth,Frisian (North),,,,,,,
uppersaxonchemnitz,Upper Saxon (Chemnitz),,,,,,,
munji,Munji,Eurasia,35.9321,70.9404,munj1244,mnj,Indo-European [indo1319],Munji
northazerbaijanishirvan,North Azerbaijani (Shirvan),,,,,,,
mehrioman,Mehri (Oman),,,,,,,
sakhastandard,Sakha (Standard),Eurasia,61.6974,133.98,yaku1245,sah,Turkic [turk1311],Sakha
dolgan,Dolgan,Eurasia,71.1083,94.2936,dolg1241,dlg,Turkic [turk1311],Dolgan
southazerbaijanitabriz,South Azerbaijani (Tabriz),Eurasia,,,tabr1242,,Turkic [turk1311],Tabriz
dargwaicari,Dargwa (Icari),,,,,,,
sumisema,Sumi (Sema),,,,,,,
khalaj,Khalaj,Eurasia,34.4224,50.3222,turk1303,klj,Turkic [turk1311],Turkic Khalaj
chuvash,Chuvash,Eurasia,55.487,47.163,chuv1255,chv,Turkic [turk1311],Chuvash
kalmykstandard,Kalmyk (Standard),Eurasia,,,kalm1244,,Mongolic-Khitan [mong1349],Kalmyk
turkmenteke,Turkmen (Teke),Eurasia,,,teke1272,,Turkic [turk1311],Teke
voticjogopera,Votic (Jõgõperä),,,,,,,
bashkir,Bashkir,Eurasia,53.5967,56.5594,bash1264,bak,Turkic [turk1311],Bashkir
so,So,Eurasia,16.9081,105.001,sooo1254,sss,Austroasiatic [aust1305],Sô
bruwestern,Bru (Western),Eurasia,16.4906,104.754,west2397,brv,Austroasiatic [aust1305],Western Bru
tatarstandard,Tatar (Standard),Eurasia,55.0,50.0,tata1255,tat,Turkic [turk1311],Tatar
karaimnorthwestern,Karaim (Northwestern),Eurasia,,,nort2691,,Turkic [turk1311],Northwestern Karaim
uyghurxinjiang,Uyghur (Xinjiang),,,,,,,
kyrgyzstandard,Kyrgyz (Standard),Eurasia,42.0,74.0,kirg1245,kir,Turkic [turk1311],Kirghiz
tofa,Tofa,Eurasia,,,tofa1248,,Turkic [turk1311],Tofa
gagauzstandard,Gagauz (Standard),Eurasia,44.5988,28.0277,gaga1249,gag,Turkic [turk1311],Gagauz
northernaltaikumandy,Northern Altai (Kumandy),Eurasia,,,kuma1284,,Turkic [turk1311],Kumandin
tuvanstandard,Tuvan (Standard),Eurasia,51.7,94.36667,tuvi1240,tyv,Turkic [turk1311],Tuvinian
khakasstandard,Khakas (Standard),Eurasia,50.7393,107.169,khak1248,kjh,Turkic [turk1311],Khakas
kumyk,Kumyk,Eurasia,43.0,47.0,kumy1244,kum,Turkic [turk1311],Kumyk
kazakh,Kazakh,Eurasia,41.8729,65.7709,kaza1248,kaz,Turkic [turk1311],Kazakh
karakalpak,Karakalpak,Eurasia,39.98,63.3223,kara1467,kaa,Turkic [turk1311],Kara-Kalpak
nogai,Nogai,Eurasia,43.5917,46.6618,noga1249,nog,Turkic [turk1311],Nogai
uzbek,Uzbek,Eurasia,,,uzbe1247,uzb,Turkic [turk1311],Uzbek
shor,Shor,Eurasia,52.3261,88.4344,shor1247,cjs,Turkic [turk1311],Shor
balkar,Balkar,Eurasia,,,balk1253,,Turkic [turk1311],Balkar
chulym,Chulym,Eurasia,54.3209,89.5541,chul1246,clw,Turkic [turk1311],Chulym Turkic
voro,Võro,Eurasia,,,voro1241,,Uralic [ural1272],Võro-Mulgi-Tartu
elfdalian,Elfdalian,Eurasia,,,elfd1234,ovd,Indo-European [indo1319],Elfdalian
rusynlemko,Rusyn (Lemko),Eurasia,,,lemk1239,,Indo-European [indo1319],Lemko
easternyiddishcentral,Eastern Yiddish (Central),Eurasia,51.75,19.42,east2295,ydd,Indo-European [indo1319],Eastern Yiddish
jibbalicentral,Jibbali (Central),Eurasia,,,cent2214,,Afro-Asiatic [afro1255],Central Jibbali
bettakurumba,Betta Kurumba,Eurasia,11.6385,76.6064,bett1235,xub,Dravidian [drav1251],Betta Kurumba
kuvi,Kuvi,Eurasia,18.8832,83.7552,kuvi1243,kxv,Dravidian [drav1251],Kuvi
occitangascon,Occitan (Gascon),Eurasia,,,gasc1240,,Indo-European [indo1319],Gascon
jerriaiseasternjersey,Jèrriais (Eastern Jersey),Eurasia,,,jerr1238,nrf,Indo-European [indo1319],Jerriais
khalkhal,Khalkhal,Eurasia,,,khal1271,,Indo-European [indo1319],Khalkhal
juhuri,Juhuri,,,,,,,
slavomolisanoacquavivacollecroce,Slavomolisano (Acquaviva Collecroce),Eurasia,41.89,14.7,slav1254,svm,Indo-European [indo1319],Slavomolisano
