ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Glottolog_Name
skoltsaamisuonnjel,Skolt Saami (Suõʹnnʼjel),Eurasia,68.8326,29.7204,skol1241,sms,Uralic [ural1272],Skolt Saami
udihebikin,Udihe (Bikin),Eurasia,,,biki1239,,Tungusic [tung1282],Bikin
alutor,Alutor,Eurasia,60.3844,165.653,alut1245,alr,Chukotko-Kamchatkan [chuk1271],Alutor
atayal,Atayal,Papunesia,24.5209,121.388,atay1247,tay,Austronesian [aust1307],Atayal
brahuisarawan,Brahui (Sarāwān),Eurasia,,,sara1314,,Dravidian [drav1251],Sarawan
chukchi,Chukchi,Eurasia,68.6436,170.045,chuk1273,ckt,Chukotko-Kamchatkan [chuk1271],Chukchi
darkhat,Darkhat,Eurasia,50.623,99.4449,dark1243,drh,Mongolic-Khitan [mong1349],Darkhat
daur,Daur,Eurasia,48.0,124.0,daur1238,dta,Mongolic-Khitan [mong1349],Dagur
ketkellog,Ket (Kellog),,,,,,,
urdu,Urdu,Eurasia,25.0,67.0,urdu1245,urd,Indo-European [indo1319],Urdu
gujaratistandard,Gujarati (Standard),Eurasia,,,stan1296,,Indo-European [indo1319],Standard Gujarati
soranikurdish,Sorani Kurdish,Eurasia,,,sora1257,,Indo-European [indo1319],Sorani
yousafzaipashtopeshawar,Yousafzai Pashto (Peshāwar),Eurasia,,,yusu1238,,Indo-European [indo1319],Yusufzai
waneci,Waneci,Eurasia,30.0501,67.8327,wane1241,wne,Indo-European [indo1319],Waneci
wazirwolanorthwaziri,Wazirwola (North Wazīrī),,,,,,,
northwesternpashto,Northwestern Pashto,Eurasia,,,nort2647,,Indo-European [indo1319],Northwestern Pakhto
southwesternpashtokandahar,Southwestern Pashto (Kandahar),Eurasia,,,kand1291,,Indo-European [indo1319],Kandahar Pashto
westernbalochisarawani,Western Balochi (Sarāwānī),Eurasia,,,sara1309,,Indo-European [indo1319],Sarawani
southernbalochi,Southern Balochi,Eurasia,26.0,64.0,sout2642,bcc,Indo-European [indo1319],Southern Balochi
easternhillbalochi,Eastern Hill Balochi,Eurasia,28.0,62.0,east2304,bgp,Indo-European [indo1319],Eastern Balochi
lakkumux,Lak (Kumux),Eurasia,,,kumu1246,,Nakh-Daghestanian [nakh1245],Kumux
burushaskihunza,Burushaski (Hunza),Eurasia,,,hunz1248,,Burushaski [buru1296],Hunza
udmurtstandard,Udmurt (Standard),Eurasia,56.12921,52.63548,udmu1245,udm,Uralic [ural1272],Udmurt
besermansamardan,Beserman (Šamardan),,,,,,,
yodzyakkomi,Yodzyak Komi,,,,,,,
komipermyak,Komi-Permyak,Eurasia,59.6602,54.7959,komi1269,koi,Uralic [ural1272],Komi-Permyak
komizyriansyktyvkar,Komi-Zyrian (Syktyvkar),Eurasia,64.0527,54.946,komi1268,kpv,Uralic [ural1272],Komi-Zyrian
abkhazbzyb,Abkhaz (Bzyb),Eurasia,,,bzyb1238,,Abkhaz-Adyge [abkh1242],Bzyb
forestnenets,Forest Nenets,Eurasia,63.72,71.97,fore1274,,Uralic [ural1272],Forest Nenets
kolymayukaghir,Kolyma Yukaghir,Eurasia,64.218,154.375,sout2750,yux,Yukaghir [yuka1259],Southern Yukaghir
tundrayukaghir,Tundra Yukaghir,Eurasia,70.498,157.853,nort2745,ykg,Yukaghir [yuka1259],Northern Yukaghir
tazselkup,Taz Selkup,Eurasia,,,tazz1244,,Uralic [ural1272],Taz-Turukhan
tundranenetscentraleastern,Tundra Nenets (Central-Eastern),Eurasia,66.1775,71.0234,nene1249,yrk,Uralic [ural1272],Tundra Nenets
ligurianmiogliola,Ligurian (Miogliola),Eurasia,44.0816,7.90522,ligu1248,lij,Indo-European [indo1319],Ligurian
ingush,Ingush,Eurasia,43.11,45.03,ingu1240,inh,Nakh-Daghestanian [nakh1245],Ingush
mongoliankhalkha,Mongolian (Khalkha),,,,,,,
varlidogri,Varli (Dogri),,,,,,,
greekstandard,Greek (Standard),Eurasia,38.36,23.13,mode1248,ell,Indo-European [indo1319],Modern Greek
polishstandard,Polish (Standard),Eurasia,51.8439,18.6255,poli1260,pol,Indo-European [indo1319],Polish
slovakstandard,Slovak (Standard),Eurasia,48.545705,18.78479,slov1269,slk,Indo-European [indo1319],Slovak
tajikbukhara,Tajik (Bukhara),,,,,,,
serbianstandardekavian,Serbian (Standard Ekavian),Eurasia,44.3238,21.9192,serb1264,srp,Indo-European [indo1319],Serbian Standard
macedonianstandard,Macedonian (Standard),Eurasia,41.5957,21.7932,mace1250,mkd,Indo-European [indo1319],Macedonian
nivkhwestsakhalin,Nivkh (West Sakhalin),Eurasia,,,amur1242,,Nivkh [nivk1234],Amur-West Sakhalin Nivkh
solon,Solon,,,,,,,
domaripalestinian,Domari (Palestinian),,,,,,,
vepssimozero,Veps (Šimozero),,,,,,,
kareliannorth,Karelian (North),Eurasia,,,nort2673,,Uralic [ural1272],Northern Karelian
livonianvidzeme,Livonian (Vidzeme),,,,,,,
northernkhantykazym,Northern Khanty (Kazym),Eurasia,,,nort2672,,Uralic [ural1272],Kazym Khanty
easternkhantyvakh,Eastern Khanty (Vakh),Eurasia,,,vach1239,,Uralic [ural1272],Vach Khanty
forestenets,Forest Enets,Eurasia,69.9829,88.2121,fore1265,enf,Uralic [ural1272],Forest Enets
tersaami,Ter Saami,Eurasia,67.2458,38.5061,ters1235,sjt,Uralic [ural1272],Ter Saami
kamassian,Kamassian,Eurasia,,,kama1378,,Uralic [ural1272],Kamas (Uralic)
meadowmarimorkisernur,Meadow Mari (Morki-Sernur),Eurasia,,,gras1239,,Uralic [ural1272],Grassland Mari
easternmari,Eastern Mari,,,,,,,
hillmarikozmodemjansk,Hill Mari (Kozmodemjansk),,,,,,,
erzyastandard,Erzya (Standard),Eurasia,52.8548,45.3901,erzy1239,myv,Uralic [ural1272],Erzya
mokshastandard,Moksha (Standard),Eurasia,54.1855,42.6728,moks1248,mdf,Uralic [ural1272],Moksha
naukanyupik,Naukan Yupik,Eurasia,65.5184,-171.755,nauk1242,ynk,Eskimo-Aleut [eski1264],Naukan Yupik
dhivehimale,Dhivehi (Malé),Eurasia,1.928498,73.54433,dhiv1236,div,Indo-European [indo1319],Dhivehi
godoberi,Godoberi,Eurasia,42.7428,46.2252,ghod1238,gdo,Nakh-Daghestanian [nakh1245],Godoberi
itelmen,Itelmen,Eurasia,56.046173,156.30704,itel1242,itl,Chukotko-Kamchatkan [chuk1271],West Itelmen
karata,Karata,Eurasia,42.6501,46.3151,kara1474,kpt,Nakh-Daghestanian [nakh1245],Karata
khariadudh,Kharia (Dudh),Eurasia,,,dudh1239,,Austroasiatic [aust1305],Dudh Kharia
buriatstandard,Buriat (Standard),Eurasia,50.8533,105.564,russ1264,bxr,Mongolic-Khitan [mong1349],Russia Buriat
svanupperbal,Svan (Upper Bal),Eurasia,,,uppe1407,,Kartvelian [kart1248],Upper Bal
finnishstandard,Finnish (Standard),Eurasia,64.7628,25.5577,finn1318,fin,Uralic [ural1272],Finnish
latvianstandard,Latvian (Standard),Eurasia,57.0,24.0,stan1325,lvs,Indo-European [indo1319],Standard Latvian
latgalianstandard,Latgalian (Standard),Eurasia,,,east2282,ltg,Indo-European [indo1319],East Latvian
lithuanianwestaukstaitian,Lithuanian (West Aukštaitian),Eurasia,55.1429,23.9601,lith1251,lit,Indo-European [indo1319],Lithuanian
estonianstandard,Estonian (Standard),Eurasia,58.55,25.82,esto1258,ekk,Uralic [ural1272],Estonian
romanianstandard,Romanian (Standard),Eurasia,46.3913,24.2256,roma1327,ron,Indo-European [indo1319],Romanian
arbereshalbanianhoraearbereshevet,Arbëresh Albanian (Hora e Arbëreshëvet),Eurasia,38.911,16.7164,arbe1236,aae,Indo-European [indo1319],Arbëreshë Albanian
asturianwestern,Asturian (Western),Eurasia,,,west2339,,Indo-European [indo1319],Western Asturian
toskalbaniankorce,Tosk Albanian (Korçë),,,,,,,
ghegalbaniannortheastern,Gheg Albanian (North-Eastern),Eurasia,,,nort3296,,Indo-European [indo1319],Northeast Gheg
lezgiangune,Lezgian (Güne),Eurasia,,,gjun1238,,Nakh-Daghestanian [nakh1245],Gjunej
chechenploskost,Chechen (Ploskost),Eurasia,,,plos1238,,Nakh-Daghestanian [nakh1245],Ploskost
pitesaami,Pite Saami,Eurasia,66.4011,17.4261,pite1240,sje,Uralic [ural1272],Pite Saami
kildinsaami,Kildin Saami,Eurasia,68.2158,35.8348,kild1236,sjd,Uralic [ural1272],Kildin Saami
wymysorys,Wymysorys,Eurasia,49.91617,19.15195,wymy1235,wym,Indo-European [indo1319],Wymysorys
lowersorbian,Lower Sorbian,Eurasia,51.6621,13.9407,lowe1385,dsb,Indo-European [indo1319],Lower Sorbian
miyakoogami,Miyako (Ogami),Eurasia,24.915887,125.307663,ogam1239,,Japonic [japo1237],Ogami
kunigaminakijin,Kunigami (Nakijin),Eurasia,26.5911,128.068,kuni1268,xug,Japonic [japo1237],Kunigami
maltesestandard,Maltese (Standard),Eurasia,,,stan1322,,Afro-Asiatic [afro1255],Standard Maltese
campidanesesardiniansestu,Campidanese Sardinian (Sestu),,,,,,,
ishkashimi,Ishkashimi,Eurasia,36.67,71.55,ishk1246,isk,Indo-European [indo1319],Ishkashimi
uppersorbian,Upper Sorbian,Eurasia,51.2403,14.4098,uppe1395,hsb,Indo-European [indo1319],Upper Sorbian
wakhi,Wakhi,Eurasia,37.1768,73.9777,wakh1245,wbl,Indo-European [indo1319],Wakhi
bats,Bats,Eurasia,42.1806,45.344,bats1242,bbl,Nakh-Daghestanian [nakh1245],Bats
kurmanjikurdish,Kurmanji Kurdish,Eurasia,37.0,43.0,nort2641,kmr,Indo-European [indo1319],Northern Kurdish
ksingmul,Ksingmul,Eurasia,20.8862,103.931,puoc1238,puo,Austroasiatic [aust1305],Ksingmul
paiwankulalao,Paiwan (Kulalao),Papunesia,22.3271,120.806,paiw1248,pwn,Austronesian [aust1307],Paiwan
valladerromansh,Vallader Romansh,,,,,,,
judaeospanishbeiruti,Judaeo-Spanish (Beiruti),,,,,,,
rajbanshi,Rājbanshi,Eurasia,26.521945,88.038582,rajb1243,rjs,Indo-European [indo1319],Rajbanshi
ukrainian,Ukrainian,Eurasia,49.796,29.945,ukra1253,ukr,Indo-European [indo1319],Ukrainian
yaghnobi,Yaghnobi,Eurasia,39.1486,69.2422,yagn1238,yai,Indo-European [indo1319],Yagnobi
mingrelianzugdidisamurzaqano,Mingrelian (Zugdidi-Samurzaqano),Eurasia,42.5129,41.8719,ming1252,xmf,Kartvelian [kart1248],Mingrelian
northernmansisosva,Northern Mansi (Sośva),Eurasia,,,nort2677,,Uralic [ural1272],Sosva Mansi
mirandese,Mirandese,Eurasia,41.5375,-6.38371,mira1251,mwl,Indo-European [indo1319],Mirandese
icelandic,Icelandic,Eurasia,63.4837,-19.0212,icel1247,isl,Indo-European [indo1319],Icelandic
kabardian,Kabardian,Eurasia,43.5082,43.3918,kaba1278,kbd,Abkhaz-Adyge [abkh1242],Kabardian
