ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Marginal,Allophones,Contribution_ID
1,kaba1278,U0070_U02B0_ph,pʰ,,,,false,,
2,kaba1278,U0062_b,b,,,,false,,
3,kaba1278,U0066_f,f,,,,false,,
4,kaba1278,U0070_U02BC_p',pʼ,,,,false,,
5,kaba1278,U0066_U02BC_f',fʼ,,,,false,,
6,kaba1278,U026C_l,ɬ,,,,false,,
7,kaba1278,U0074_U02BC_t',tʼ,,,,false,,
8,kaba1278,U0074_U0073_U02BC_ts',tsʼ,,,,false,,
9,kaba1278,U026C_U02BC_l',ɬʼ,,,,false,,
10,kaba1278,U0074_U02B0_th,tʰ,,,,false,,
11,kaba1278,U0074_U0073_ts,ts,,,,false,,
12,kaba1278,U0064_d,d,,,,false,,
13,kaba1278,U0064_U007A_dz,dz,,,,false,,
14,kaba1278,U0073_s,s,,,,false,,
15,kaba1278,U007A_z,z,,,,false,,
16,kaba1278,U0283_S,ʃ,,,,false,,
17,kaba1278,U0292_Z,ʒ,,,,false,,
18,kaba1278,U0283_U02BC_S',ʃʼ,,,,false,,
19,kaba1278,U00E7_c,ç,,,,false,,
20,kaba1278,U029D_j,ʝ,,,,false,,
21,kaba1278,U006B_U02B2_U02BC_kj',kʲʼ,,,,false,,
22,kaba1278,U0067_U02B2_gj,gʲ,,,,false,,
23,kaba1278,U006B_U02B7_U02BC_kw',kʷʼ,,,,false,,
24,kaba1278,U006B_U02B7_U02B0_kwh,kʷʰ,,,,false,,
25,kaba1278,U0078_U02B7_xw,xʷ,,,,false,,
26,kaba1278,U0067_U02B7_gw,gʷ,,,,false,,
27,kaba1278,U0071_U02B0_qh,qʰ,,,,false,,
28,kaba1278,U0071_U02B7_U02BC_qw',qʷʼ,,,,false,,
29,kaba1278,U0071_U02B7_U02B0_qwh,qʷʰ,,,,false,,
30,kaba1278,U0071_U02BC_q',qʼ,,,,false,,
31,kaba1278,U03C7_kh,χ,,,,false,,
32,kaba1278,U03C7_U02B7_khw,χʷ,,,,false,,
33,kaba1278,U0281_R,ʁ,,,,false,,
34,kaba1278,U0281_U02B7_Rw,ʁʷ,,,,false,,
35,kaba1278,U0127_h,ħ,,,,false,,
36,kaba1278,U0068_h,h,,,,false,,
37,kaba1278,U0294_?,ʔ,,,,false,,
38,kaba1278,U0294_U02B7_?w,ʔʷ,,,,false,,
39,kaba1278,U0077_w,w,,,,false,,
40,kaba1278,U006D_m,m,,,,false,,
41,kaba1278,U006E_n,n,,,,false,,
42,kaba1278,U006C_l,l,,,,false,,
43,kaba1278,U027E_r,ɾ,,,,false,,
44,kaba1278,U006A_j,j,,,,false,,
45,kaba1278,U0259_@,ə,,,,false,,
46,kaba1278,U0250_a,ɐ,,,,false,,
47,kaba1278,U0061_U02D0_a:,aː,,,,false,,
48,ital1282,U0070_p,p,,,,false,,
49,ital1282,U0062_b,b,,,,false,,
50,ital1282,U0066_f,f,,,,false,,
51,ital1282,U0076_v,v,,,,false,,
52,ital1282,U006D_m,m,,,,false,,
53,ital1282,U0077_w,w,,,,false,,
54,ital1282,U0074_U032A_t,t̪,,,,false,,
55,ital1282,U0064_U032A_d,d̪,,,,false,,
56,ital1282,U0074_U0073_ts,ts,,,,false,,
57,ital1282,U0064_U007A_dz,dz,,,,false,,
58,ital1282,U0073_s,s,,,,false,,
59,ital1282,U007A_z,z,,,,false,,
60,ital1282,U006E_n,n,,,,false,,
61,ital1282,U006C_l,l,,,,false,,
62,ital1282,U027E_r,ɾ,,,,false,,
63,ital1282,U0074_U0283_tS,tʃ,,,,false,,
64,ital1282,U0064_U0292_dZ,dʒ,,,,false,,
65,ital1282,U0283_S,ʃ,,,,false,,
66,ital1282,U0272_n,ɲ,,,,false,,
67,ital1282,U028E_y,ʎ,,,,false,,
68,ital1282,U006A_j,j,,,,false,,
69,ital1282,U006B_k,k,,,,false,,
70,ital1282,U0067_g,g,,,,false,,
71,ital1282,U0069_i,i,,,,false,,
72,ital1282,U0065_e,e,,,,false,,
73,ital1282,U025B_e,ɛ,,,,false,,
74,ital1282,U0061_a,a,,,,false,,
75,ital1282,U0254_o,ɔ,,,,false,,
76,ital1282,U006F_o,o,,,,false,,
77,ital1282,U0075_u,u,,,,false,,
78,zuri1239,U0070_p,p,,,,false,,
79,zuri1239,U0062_U0325_b,b̥,,,,false,,
80,zuri1239,U006D_m,m,,,,false,,
81,zuri1239,U0070_U0066_pf,pf,,,,false,,
82,zuri1239,U0066_f,f,,,,false,,
83,zuri1239,U0076_U0325_v,v̥,,,,false,,
84,zuri1239,U028B_v,ʋ,,,,false,,
85,zuri1239,U0074_t,t,,,,false,,
86,zuri1239,U0064_U0325_d,d̥,,,,false,,
87,zuri1239,U0074_U0073_ts,ts,,,,false,,
88,zuri1239,U006E_n,n,,,,false,,
89,zuri1239,U0280_R,ʀ,,,,false,,
90,zuri1239,U0073_s,s,,,,false,,
91,zuri1239,U007A_U0325_z,z̥,,,,false,,
92,zuri1239,U006C_l,l,,,,false,,
93,zuri1239,U0074_U0283_tS,tʃ,,,,false,,
94,zuri1239,U0283_S,ʃ,,,,false,,
95,zuri1239,U0292_U030A_Z,ʒ̊,,,,false,,
96,zuri1239,U006A_j,j,,,,false,,
97,zuri1239,U006B_k,k,,,,false,,
98,zuri1239,U0067_U030A_g,g̊,,,,false,,
99,zuri1239,U006B_U0078_kx,kx,,,,false,,
100,zuri1239,U014B_NG,ŋ,,,,false,,
101,zuri1239,U0078_x,x,,,,false,,
102,zuri1239,U0263_U030A_g,ɣ̊,,,,false,,
103,zuri1239,U0068_h,h,,,,false,,
104,zuri1239,U0069_i,i,,,,false,,
105,zuri1239,U0069_U02D0_i:,iː,,,,false,,
106,zuri1239,U0065_e,e,,,,false,,
107,zuri1239,U0065_U02D0_e:,eː,,,,false,,
108,zuri1239,U025B_e,ɛ,,,,false,,
109,zuri1239,U025B_U02D0_e:,ɛː,,,,false,,
110,zuri1239,U00E6_ae,æ,,,,false,,
111,zuri1239,U00E6_U02D0_ae:,æː,,,,false,,
112,zuri1239,U0079_y,y,,,,false,,
113,zuri1239,U0079_U02D0_y:,yː,,,,false,,
114,zuri1239,U00F8_o,ø,,,,false,,
115,zuri1239,U00F8_U02D0_o:,øː,,,,false,,
116,zuri1239,U0153_oe,œ,,,,true,,
117,zuri1239,U0153_U02D0_oe:,œː,,,,false,,
118,zuri1239,U0075_u,u,,,,false,,
119,zuri1239,U0075_U02D0_u:,uː,,,,false,,
120,zuri1239,U006F_o,o,,,,false,,
121,zuri1239,U006F_U02D0_o:,oː,,,,false,,
122,zuri1239,U0252_a,ɒ,,,,false,,
123,zuri1239,U0252_U02D0_a:,ɒː,,,,false,,
124,zuri1239,U0259_@,ə,,,,false,,
125,zuri1239,U0065_U0069_U032F_ei,ei̯,,,,false,,
126,zuri1239,U00E6_U0069_U032F_aei,æi̯,,,,false,,
127,zuri1239,U006F_U0069_U032F_oi,oi̯,,,,false,,
128,zuri1239,U0069_U0259_U032F_i@,iə̯,,,,false,,
129,zuri1239,U0079_U0259_U032F_y@,yə̯,,,,false,,
130,zuri1239,U0075_U0259_U032F_u@,uə̯,,,,false,,
131,zuri1239,U00E6_U0075_U032F_aeu,æu̯,,,,false,,
132,zuri1239,U006F_U0075_U032F_ou,ou̯,,,,false,,
133,stno1234,U0070_U02B0_ph,pʰ,,,,false,,
134,stno1234,U0062_b,b,,,,false,,
135,stno1234,U006D_m,m,,,,false,,
136,stno1234,U0066_f,f,,,,false,,
137,stno1234,U028B_v,ʋ,,,,false,,
138,stno1234,U0077_w,w,,,,false,,
139,stno1234,U0074_U02B0_th,tʰ,,,,false,,
140,stno1234,U0064_d,d,,,,false,,
141,stno1234,U006E_n,n,,,,false,,
142,stno1234,U0073_s,s,,,,false,,
143,stno1234,U027E_r,ɾ,,,,false,,
144,stno1234,U006C_l,l,,,,false,,
145,stno1234,U0288_t,ʈ,,,,false,,
146,stno1234,U0256_d,ɖ,,,,false,,
147,stno1234,U0273_n,ɳ,,,,false,,
148,stno1234,U0282_s,ʂ,,,,false,,
149,stno1234,U027D_r,ɽ,,,,false,,
150,stno1234,U026D_l,ɭ,,,,false,,
151,stno1234,U00E7_c,ç,,,,false,,
152,stno1234,U006A_j,j,,,,false,,
153,stno1234,U006B_U02B0_kh,kʰ,,,,false,,
154,stno1234,U0067_g,g,,,,false,,
155,stno1234,U014B_NG,ŋ,,,,false,,
156,stno1234,U0068_h,h,,,,false,,
157,stno1234,U0069_U02D0_i:,iː,,,,false,,
158,stno1234,U0079_U02D0_y:,yː,,,,false,,
159,stno1234,U0289_U02D0_u:,ʉː,,,,false,,
160,stno1234,U0075_U02D0_u:,uː,,,,false,,
161,stno1234,U0065_U02D0_e:,eː,,,,false,,
162,stno1234,U00F8_U02D0_o:,øː,,,,false,,
163,stno1234,U006F_U02D0_o:,oː,,,,false,,
164,stno1234,U0251_U02D0_a:,ɑː,,,,false,,
165,stno1234,U0069_i,i,,,,false,,
166,stno1234,U0079_y,y,,,,false,,
167,stno1234,U0289_u,ʉ,,,,false,,
168,stno1234,U0075_u,u,,,,false,,
169,stno1234,U025B_e,ɛ,,,,false,,
170,stno1234,U0153_oe,œ,,,,false,,
171,stno1234,U0254_o,ɔ,,,,false,,
172,stno1234,U0251_a,ɑ,,,,false,,
173,done1238,U0070_U02E0_pG,pˠ,,,,false,,
174,done1238,U0070_U02B2_pj,pʲ,,,,false,,
175,done1238,U0062_U02E0_bG,bˠ,,,,false,,
176,done1238,U0062_U02B2_bj,bʲ,,,,false,,
177,done1238,U0066_U02E0_fG,fˠ,,,,false,,
178,done1238,U0066_U02B2_fj,fʲ,,,,false,,
179,done1238,U0077_w,w,,,,false,,
180,done1238,U0076_U02B2_vj,vʲ,,,,false,,
181,done1238,U006D_U02E0_mG,mˠ,,,,false,,
182,done1238,U006D_U02B2_mj,mʲ,,,,false,,
183,done1238,U0074_U032A_U02E0_tG,t̪ˠ,,,,false,,
184,done1238,U0064_U032A_U02E0_dG,d̪ˠ,,,,false,,
185,done1238,U0074_U0320_U02B2_tj,t̠ʲ,,,,false,,
186,done1238,U0064_U0320_U02B2_dj,d̠ʲ,,,,false,,
187,done1238,U006E_U032A_U02E0_nG,n̪ˠ,,,,false,,
188,done1238,U006E_n,n,,,,false,,
189,done1238,U006E_U0320_U02B2_nj,n̠ʲ,,,,false,,
190,done1238,U027E_U02E0_rG,ɾˠ,,,,false,,
191,done1238,U027E_U02B2_rj,ɾʲ,,,,false,,
192,done1238,U006C_U032A_U02E0_lG,l̪ˠ,,,,false,,
193,done1238,U006C_l,l,,,,false,,
194,done1238,U006C_U0320_U02B2_lj,l̠ʲ,,,,false,,
195,done1238,U0073_U02E0_sG,sˠ,,,,false,,
196,done1238,U0255_c,ɕ,,,,false,,
197,done1238,U0063_c,c,,,,false,,
198,done1238,U025F_j,ɟ,,,,false,,
199,done1238,U00E7_c,ç,,,,false,,
200,done1238,U006A_j,j,,,,false,,
201,done1238,U0272_n,ɲ,,,,false,,
202,done1238,U014B_NG,ŋ,,,,false,,
203,done1238,U006B_k,k,,,,false,,
204,done1238,U0067_g,g,,,,false,,
205,done1238,U0078_x,x,,,,false,,
206,done1238,U0263_g,ɣ,,,,false,,
207,done1238,U0068_h,h,,,,false,,
208,done1238,U0069_i,i,,,,false,,
209,done1238,U0065_e,e,,,,false,,
210,done1238,U00E6_ae,æ,,,,false,,
211,done1238,U0254_o,ɔ,,,,false,,
212,done1238,U006F_o,o,,,,false,,
213,done1238,U0075_u,u,,,,false,,
214,done1238,U026A_I,ɪ,,,,false,,
215,done1238,U025B_e,ɛ,,,,false,,
216,done1238,U0061_a,a,,,,false,,
217,done1238,U028C_^,ʌ,,,,false,,
218,done1238,U0264_u,ɤ,,,,false,,
219,done1238,U0069_U0061_ia,ia,,,,false,,
220,done1238,U0075_U0061_ua,ua,,,,false,,
221,done1238,U0061_U0075_au,au,,,,false,,
222,dani1285,U0070_U02B0_ph,pʰ,,,,false,,
223,dani1285,U0070_p,p,,,,false,,
224,dani1285,U0074_U02E2_ts,tˢ,,,,false,,
225,dani1285,U0074_t,t,,,,false,,
226,dani1285,U006B_U02B0_kh,kʰ,,,,false,,
227,dani1285,U006B_k,k,,,,false,,
228,dani1285,U006D_m,m,,,,false,,
229,dani1285,U006E_n,n,,,,false,,
230,dani1285,U0066_f,f,,,,false,,
231,dani1285,U0073_s,s,,,,false,,
232,dani1285,U028B_v,ʋ,,,,false,,
233,dani1285,U0068_h,h,,,,false,,
234,dani1285,U006A_j,j,,,,false,,
235,dani1285,U0281_R,ʁ,,,,false,,
236,dani1285,U006C_l,l,,,,false,,
237,dani1285,U0069_i,i,,,,false,,
238,dani1285,U0065_e,e,,,,false,,
239,dani1285,U025B_e,ɛ,,,,false,,
240,dani1285,U0061_a,a,,,,false,,
241,dani1285,U0079_y,y,,,,false,,
242,dani1285,U00F8_o,ø,,,,false,,
243,dani1285,U0153_oe,œ,,,,false,,
244,dani1285,U0075_u,u,,,,false,,
245,dani1285,U006F_o,o,,,,false,,
246,dani1285,U0254_o,ɔ,,,,false,,
247,dani1285,U0259_@,ə,,,,false,,
248,faro1244,U0070_U02B0_ph,pʰ,,,,false,,
249,faro1244,U0070_p,p,,,,false,,
250,faro1244,U0066_f,f,,,,false,,
251,faro1244,U0076_v,v,,,,false,,
252,faro1244,U006D_m,m,,,,false,,
253,faro1244,U0074_U02B0_th,tʰ,,,,false,,
254,faro1244,U0074_t,t,,,,false,,
255,faro1244,U0073_s,s,,,,false,,
256,faro1244,U006E_n,n,,,,false,,
257,faro1244,U0072_r,r,,,,false,,
258,faro1244,U006C_l,l,,,,false,,
259,faro1244,U0283_S,ʃ,,,,false,,
260,faro1244,U006A_j,j,,,,false,,
261,faro1244,U006B_U02B0_kh,kʰ,,,,false,,
262,faro1244,U006B_k,k,,,,false,,
263,faro1244,U0068_h,h,,,,false,,
264,faro1244,U0069_U02D0_i:,iː,,,,false,,
265,faro1244,U026A_I,ɪ,,,,false,,
266,faro1244,U0065_U02D0_e:,eː,,,,false,,
267,faro1244,U025B_e,ɛ,,,,false,,
268,faro1244,U028F_Y,ʏ,,,,false,,
269,faro1244,U00F8_U02D0_o:,øː,,,,false,,
270,faro1244,U0153_oe,œ,,,,false,,
271,faro1244,U0061_a,a,,,,false,,
272,faro1244,U0075_U02D0_u:,uː,,,,false,,
273,faro1244,U028A_U,ʊ,,,,false,,
274,faro1244,U006F_U02D0_o:,oː,,,,false,,
275,faro1244,U0254_o,ɔ,,,,false,,
276,faro1244,U028A_U026A_UI,ʊɪ,,,,false,,
277,faro1244,U025B_U026A_eI,ɛɪ,,,,false,,
278,faro1244,U0254_U026A_oI,ɔɪ,,,,false,,
279,faro1244,U0061_U026A_aI,aɪ,,,,false,,
280,faro1244,U0289_U0075_uu,ʉu,,,,false,,
281,faro1244,U0254_U0075_ou,ɔu,,,,false,,
282,faro1244,U025B_U0061_ea,ɛa,,,,false,,
283,faro1244,U0254_U0061_oa,ɔa,,,,false,,
284,swed1254,U0070_U02B0_ph,pʰ,,,,false,,
285,swed1254,U0062_b,b,,,,false,,
286,swed1254,U006D_m,m,,,,false,,
287,swed1254,U0066_f,f,,,,false,,
288,swed1254,U0076_v,v,,,,false,,
289,swed1254,U0074_U032A_U02B0_th,t̪ʰ,,,,false,,
290,swed1254,U0064_U032A_d,d̪,,,,false,,
291,swed1254,U006E_U032A_n,n̪,,,,false,,
292,swed1254,U0073_U032A_s,s̪,,,,false,,
293,swed1254,U0279_r,ɹ,,,,false,,
294,swed1254,U006C_U032A_l,l̪,,,,false,,
295,swed1254,U029D_j,ʝ,,,,false,,
296,swed1254,U006B_U02B0_kh,kʰ,,,,false,,
297,swed1254,U0067_g,g,,,,false,,
298,swed1254,U014B_NG,ŋ,,,,false,,
299,swed1254,U0068_h,h,,,,false,,
300,swed1254,U0267_h,ɧ,,,,false,,
301,swed1254,U0255_c,ɕ,,,,false,,
302,swed1254,U0069_U02D0_i:,iː,,,,false,,
303,swed1254,U026A_I,ɪ,,,,false,,
304,swed1254,U0079_U02D0_y:,yː,,,,false,,
305,swed1254,U028F_Y,ʏ,,,,false,,
306,swed1254,U0289_U031F_U02D0_u:,ʉ̟ː,,,,false,,
307,swed1254,U0275_o,ɵ,,,,false,,
308,swed1254,U0065_U02D0_e:,eː,,,,false,,
309,swed1254,U025B_U02D0_e:,ɛː,,,,false,,
310,swed1254,U025B_e,ɛ,,,,false,,
311,swed1254,U00F8_U02D0_o:,øː,,,,false,,
312,swed1254,U0153_oe,œ,,,,false,,
313,swed1254,U0251_U02D0_a:,ɑː,,,,false,,
314,swed1254,U0061_a,a,,,,false,,
315,swed1254,U006F_U02D0_o:,oː,,,,false,,
316,swed1254,U0254_o,ɔ,,,,false,,
317,swed1254,U0075_U02D0_u:,uː,,,,false,,
318,swed1254,U028A_U,ʊ,,,,false,,
319,mode1264,U0070_U02B0_ph,pʰ,,,,false,,
320,mode1264,U0062_b,b,,,,false,,
321,mode1264,U0074_U02B0_th,tʰ,,,,false,,
322,mode1264,U0064_d,d,,,,false,,
323,mode1264,U006B_U02B0_kh,kʰ,,,,false,,
324,mode1264,U0067_g,g,,,,false,,
325,mode1264,U006D_m,m,,,,false,,
326,mode1264,U006E_n,n,,,,false,,
327,mode1264,U014B_NG,ŋ,,,,false,,
328,mode1264,U006C_l,l,,,,false,,
329,mode1264,U0072_r,r,,,,false,,
330,mode1264,U0066_f,f,,,,false,,
331,mode1264,U0076_v,v,,,,false,,
332,mode1264,U0077_w,w,,,,false,,
333,mode1264,U0073_s,s,,,,false,,
334,mode1264,U007A_z,z,,,,false,,
335,mode1264,U006A_j,j,,,,false,,
336,mode1264,U0078_x,x,,,,false,,
337,mode1264,U0068_h,h,,,,false,,
338,mode1264,U0069_i,i,,,,false,,
339,mode1264,U0069_U02D0_i:,iː,,,,false,,
340,mode1264,U0079_y,y,,,,false,,
341,mode1264,U0079_U02D0_y:,yː,,,,false,,
342,mode1264,U0065_U02D0_e:,eː,,,,false,,
343,mode1264,U00F8_U02D0_o:,øː,,,,false,,
344,mode1264,U026A_I,ɪ,,,,false,,
345,mode1264,U025B_e,ɛ,,,,false,,
346,mode1264,U025B_U02D0_e:,ɛː,,,,false,,
347,mode1264,U0061_a,a,,,,false,,
348,mode1264,U0061_U02D0_a:,aː,,,,false,,
349,mode1264,U0275_o,ɵ,,,,false,,
350,mode1264,U0254_o,ɔ,,,,false,,
351,mode1264,U0254_U02D0_o:,ɔː,,,,false,,
352,mode1264,U0259_@,ə,,,,false,,
353,mode1264,U006F_o,o,,,,false,,
354,mode1264,U006F_U02D0_o:,oː,,,,false,,
355,mode1264,U0075_u,u,,,,false,,
356,mode1264,U0075_U02D0_u:,uː,,,,false,,
357,mode1264,U0061_U0069_ai,ai,,,,false,,
358,mode1264,U025B_U0069_ei,ɛi,,,,false,,
359,mode1264,U0153_U0069_oei,œi,,,,false,,
360,mode1264,U0075_U0069_ui,ui,,,,false,,
361,mode1264,U0061_U0075_au,au,,,,false,,
362,mode1264,U0254_U0075_ou,ɔu,,,,false,,
363,mode1264,U006F_U0075_ou,ou,,,,false,,
364,mode1264,U0069_U0259_i@,iə,,,,false,,
365,mode1264,U0079_U0259_y@,yə,,,,false,,
366,mode1264,U0075_U0259_u@,uə,,,,false,,
367,mode1264,U026A_U0259_I@,ɪə,,,,false,,
368,mode1264,U0275_U0259_o@,ɵə,,,,false,,
369,mode1264,U006F_U0259_o@,oə,,,,false,,
370,scot1245,U0070_U02B0_ph,pʰ,,,,false,,
371,scot1245,U0070_U02B0_U02B2_phj,pʰʲ,,,,false,,
372,scot1245,U0070_p,p,,,,false,,
373,scot1245,U0070_U02B2_pj,pʲ,,,,false,,
374,scot1245,U0074_U02B0_th,tʰ,,,,false,,
375,scot1245,U0074_U02B0_U02B2_thj,tʰʲ,,,,false,,
376,scot1245,U0074_t,t,,,,false,,
377,scot1245,U0074_U02B2_tj,tʲ,,,,false,,
378,scot1245,U006B_U02B0_kh,kʰ,,,,false,,
379,scot1245,U006B_U02B0_U02B2_khj,kʰʲ,,,,false,,
380,scot1245,U006B_k,k,,,,false,,
381,scot1245,U006B_U02B2_kj,kʲ,,,,false,,
382,scot1245,U006D_m,m,,,,false,,
383,scot1245,U006E_n,n,,,,false,,
384,scot1245,U006E_U02B2_nj,nʲ,,,,false,,
385,scot1245,U006E_U02E0_nG,nˠ,,,,false,,
386,scot1245,U0066_f,f,,,,false,,
387,scot1245,U0076_v,v,,,,false,,
388,scot1245,U0073_s,s,,,,false,,
389,scot1245,U0078_x,x,,,,false,,
390,scot1245,U0263_g,ɣ,,,,false,,
391,scot1245,U0066_U02B2_fj,fʲ,,,,false,,
392,scot1245,U0283_S,ʃ,,,,false,,
393,scot1245,U00E7_c,ç,,,,false,,
394,scot1245,U0263_U02B2_gj,ɣʲ,,,,false,,
395,scot1245,U027E_r,ɾ,,,,false,,
396,scot1245,U00F0_U02B2_dj,ðʲ,,,,false,,
397,scot1245,U027E_U02E0_rG,ɾˠ,,,,false,,
398,scot1245,U006A_j,j,,,,false,,
399,scot1245,U0068_h,h,,,,false,,
400,scot1245,U006C_l,l,,,,false,,
401,scot1245,U006C_U02B2_lj,lʲ,,,,false,,
402,scot1245,U006C_U02E0_lG,lˠ,,,,false,,
403,scot1245,U0069_i,i,,,,false,,
404,scot1245,U0069_U02D0_i:,iː,,,,false,,
405,scot1245,U026A_U0303_I,ɪ̃,,,,false,,
406,scot1245,U026A_U0303_U02D0_I:,ɪ̃ː,,,,false,,
407,scot1245,U0065_e,e,,,,false,,
408,scot1245,U0065_U02D0_e:,eː,,,,false,,
409,scot1245,U025B_e,ɛ,,,,false,,
410,scot1245,U025B_U02D0_e:,ɛː,,,,false,,
411,scot1245,U025B_U0303_e,ɛ̃,,,,false,,
412,scot1245,U025B_U0303_U02D0_e:,ɛ̃ː,,,,false,,
413,scot1245,U0061_a,a,,,,false,,
414,scot1245,U0061_U02D0_a:,aː,,,,false,,
415,scot1245,U0061_U0303_a,ã,,,,false,,
416,scot1245,U0061_U0303_U02D0_a:,ãː,,,,false,,
417,scot1245,U0075_u,u,,,,false,,
418,scot1245,U0075_U02D0_u:,uː,,,,false,,
419,scot1245,U0075_U0303_u,ũ,,,,false,,
420,scot1245,U0075_U0303_U02D0_u:,ũː,,,,false,,
421,scot1245,U006F_o,o,,,,false,,
422,scot1245,U006F_U02D0_o:,oː,,,,false,,
423,scot1245,U0254_o,ɔ,,,,false,,
424,scot1245,U0254_U02D0_o:,ɔː,,,,false,,
425,scot1245,U0254_U0303_o,ɔ̃,,,,false,,
426,scot1245,U0254_U0303_U02D0_o:,ɔ̃ː,,,,false,,
427,scot1245,U026F_W,ɯ,,,,false,,
428,scot1245,U026F_U02D0_W:,ɯː,,,,false,,
429,scot1245,U026F_U0303_U02D0_W:,ɯ̃ː,,,,false,,
430,scot1245,U0264_u,ɤ,,,,false,,
431,scot1245,U0264_U02D0_u:,ɤː,,,,false,,
432,scot1245,U0061_U0069_ai,ai,,,,false,,
433,scot1245,U025B_U0069_ei,ɛi,,,,false,,
434,scot1245,U0065_U0069_ei,ei,,,,false,,
435,scot1245,U0075_U0069_ui,ui,,,,false,,
436,scot1245,U0264_U0069_ui,ɤi,,,,false,,
437,scot1245,U0061_U0075_au,au,,,,false,,
438,scot1245,U0254_U0075_ou,ɔu,,,,false,,
439,scot1245,U0069_U0259_i@,iə,,,,false,,
440,scot1245,U0069_U0061_ia,ia,,,,false,,
441,scot1245,U0069_U025B_ie,iɛ,,,,false,,
442,scot1245,U0075_U0259_u@,uə,,,,false,,
443,scot1245,U0075_U0061_ua,ua,,,,false,,
444,scot1245,U0075_U025B_ue,uɛ,,,,false,,
445,scot1245,U0069_U0069_ii,ii,,,,false,,
446,scot1245,U0075_U0320_U0075_uu,u̠u,,,,false,,
447,scot1245,U025B_U0303_U0075_U0303_eu,ɛ̃ũ,,,,false,,
448,scot1245,U0065_U0303_U026A_U0303_eI,ẽɪ̃,,,,false,,
449,scot1245,U0061_U0303_U0075_U0303_au,ãũ,,,,false,,
450,scot1245,U0075_U0303_U0061_U0303_ua,ũã,,,,false,,
451,scot1245,U026A_U0303_U0259_U0303_I@,ɪ̃ə̃,,,,false,,
452,wels1247,U0070_p,p,,,,false,,
453,wels1247,U0070_U02B0_ph,pʰ,,,,false,,
454,wels1247,U0074_t,t,,,,false,,
455,wels1247,U0074_U02B0_th,tʰ,,,,false,,
456,wels1247,U006B_k,k,,,,false,,
457,wels1247,U006B_U02B0_kh,kʰ,,,,false,,
458,wels1247,U0074_U0283_tS,tʃ,,,,false,,
459,wels1247,U0064_U0292_dZ,dʒ,,,,false,,
460,wels1247,U0066_f,f,,,,false,,
461,wels1247,U0076_v,v,,,,false,,
462,wels1247,U03B8_th,θ,,,,false,,
463,wels1247,U00F0_d,ð,,,,false,,
464,wels1247,U0073_s,s,,,,false,,
465,wels1247,U007A_z,z,,,,false,,
466,wels1247,U006C_l,l,,,,false,,
467,wels1247,U026C_l,ɬ,,,,false,,
468,wels1247,U0283_S,ʃ,,,,false,,
469,wels1247,U03C7_kh,χ,,,,false,,
470,wels1247,U0068_h,h,,,,false,,
471,wels1247,U0072_r,r,,,,false,,
472,wels1247,U0072_U0325_r,r̥,,,,false,,
473,wels1247,U006D_m,m,,,,false,,
474,wels1247,U006D_U0325_m,m̥,,,,false,,
475,wels1247,U006E_n,n,,,,false,,
476,wels1247,U006E_U0325_n,n̥,,,,false,,
477,wels1247,U014B_NG,ŋ,,,,false,,
478,wels1247,U014B_U0325_NG,ŋ̥,,,,false,,
479,wels1247,U0077_w,w,,,,false,,
480,wels1247,U006A_j,j,,,,false,,
481,wels1247,U0069_U02D0_i:,iː,,,,false,,
482,wels1247,U026A_I,ɪ,,,,false,,
483,wels1247,U0065_U02D0_e:,eː,,,,false,,
484,wels1247,U025B_e,ɛ,,,,false,,
485,wels1247,U0251_U02D0_a:,ɑː,,,,false,,
486,wels1247,U0061_a,a,,,,false,,
487,wels1247,U006F_U02D0_o:,oː,,,,false,,
488,wels1247,U0254_o,ɔ,,,,false,,
489,wels1247,U0075_U02D0_u:,uː,,,,false,,
490,wels1247,U028A_U,ʊ,,,,false,,
491,wels1247,U0259_@,ə,,,,false,,
492,wels1247,U0061_U0069_ai,ai,,,,false,,
493,wels1247,U0254_U0069_oi,ɔi,,,,false,,
494,wels1247,U028A_U0069_Ui,ʊi,,,,false,,
495,wels1247,U0259_U0069_@i,əi,,,,false,,
496,wels1247,U026A_U0075_Iu,ɪu,,,,false,,
497,wels1247,U025B_U0075_eu,ɛu,,,,false,,
498,wels1247,U0061_U0075_au,au,,,,false,,
499,wels1247,U0259_U0075_@u,əu,,,,false,,
500,bret1244,U0070_p,p,,,,false,,
501,bret1244,U0062_b,b,,,,false,,
502,bret1244,U0074_t,t,,,,false,,
503,bret1244,U0064_d,d,,,,false,,
504,bret1244,U006B_k,k,,,,false,,
505,bret1244,U0067_g,g,,,,false,,
506,bret1244,U0074_U0283_tS,tʃ,,,,false,,
507,bret1244,U0064_U0292_dZ,dʒ,,,,false,,
508,bret1244,U0066_f,f,,,,false,,
509,bret1244,U0076_v,v,,,,false,,
510,bret1244,U0073_s,s,,,,false,,
511,bret1244,U007A_z,z,,,,false,,
512,bret1244,U0283_S,ʃ,,,,false,,
513,bret1244,U0292_Z,ʒ,,,,false,,
514,bret1244,U0068_h,h,,,,false,,
515,bret1244,U006D_m,m,,,,false,,
516,bret1244,U006D_U0325_m,m̥,,,,false,,
517,bret1244,U006E_n,n,,,,false,,
518,bret1244,U006E_U0325_n,n̥,,,,false,,
519,bret1244,U006A_U0303_j,j̃,,,,false,,
520,bret1244,U014B_NG,ŋ,,,,false,,
